vendor,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_zone,dropoff_zone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
VeriFone Inc.,11/15/2021 04:19:44 PM,11/15/2021 04:28:44 PM,1.0,1.19,Standard rate,N,48,142,Credit card,7.5,1.0,0.5,2.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/20/2021 01:39:05 AM,11/20/2021 01:47:41 AM,1.0,0.55,Standard rate,N,238,238,Credit card,7.0,0.5,0.5,2.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/13/2021 05:24:04 PM,11/13/2021 05:32:09 PM,3.0,0.7,Standard rate,N,114,79,Credit card,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
"Creative Mobile Technologies, LLC",11/04/2021 09:28:30 PM,11/04/2021 09:36:25 PM,1.0,1.3,Standard rate,N,88,144,Cash,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/14/2021 01:57:54 PM,11/14/2021 02:19:32 PM,2.0,2.46,Standard rate,N,231,79,Credit card,15.0,0.0,0.5,2.0,0.0,0.3,20.3,2.5
VeriFone Inc.,11/23/2021 04:13:56 PM,11/23/2021 04:29:30 PM,2.0,1.62,Standard rate,N,140,162,Credit card,11.0,1.0,0.5,3.06,0.0,0.3,18.36,2.5
"Creative Mobile Technologies, LLC",11/12/2021 12:05:13 AM,11/12/2021 12:15:03 AM,2.0,2.3,Standard rate,N,249,48,Credit card,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
VeriFone Inc.,11/09/2021 07:34:31 AM,11/09/2021 07:46:05 AM,1.0,1.49,Standard rate,N,186,161,Credit card,9.0,0.0,0.5,1.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/30/2021 10:43:26 PM,11/30/2021 10:54:05 PM,3.0,2.86,Standard rate,N,48,238,Credit card,10.5,0.5,0.5,4.29,0.0,0.3,18.59,2.5
VeriFone Inc.,11/06/2021 11:04:56 PM,11/06/2021 11:17:26 PM,3.0,2.77,Standard rate,N,87,125,Credit card,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
"Creative Mobile Technologies, LLC",11/02/2021 09:07:36 AM,11/02/2021 09:24:46 AM,1.0,1.9,Standard rate,N,237,100,Credit card,12.0,2.5,0.5,2.0,0.0,0.3,17.3,2.5
VeriFone Inc.,11/29/2021 12:07:30 AM,11/29/2021 12:21:50 AM,2.0,2.85,Standard rate,N,186,4,Credit card,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
VeriFone Inc.,11/06/2021 05:51:12 PM,11/06/2021 06:14:50 PM,2.0,3.51,Standard rate,N,229,114,Credit card,16.5,0.0,0.5,3.96,0.0,0.3,23.76,2.5
VeriFone Inc.,11/03/2021 01:42:32 PM,11/03/2021 02:06:10 PM,2.0,3.36,Standard rate,N,158,161,Cash,17.0,0.0,0.5,0.0,0.0,0.3,20.3,2.5
VeriFone Inc.,11/24/2021 11:59:09 PM,11/25/2021 12:17:05 AM,1.0,2.58,Standard rate,N,229,48,Credit card,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
VeriFone Inc.,11/19/2021 07:42:30 AM,11/19/2021 08:00:31 AM,1.0,3.01,Standard rate,N,230,263,Credit card,13.0,0.0,0.5,1.0,0.0,0.3,17.3,2.5
VeriFone Inc.,11/07/2021 06:27:15 PM,11/07/2021 06:53:15 PM,1.0,9.52,Standard rate,N,87,262,Credit card,28.0,0.0,0.5,6.26,0.0,0.3,37.56,2.5
VeriFone Inc.,11/28/2021 02:01:58 PM,11/28/2021 02:10:46 PM,2.0,0.82,Standard rate,N,100,48,Cash,7.0,0.0,0.5,0.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/07/2021 01:42:32 PM,11/07/2021 02:11:45 PM,1.0,4.5,Standard rate,N,75,162,Cash,21.0,0.0,0.5,0.0,0.0,0.3,24.3,2.5
VeriFone Inc.,11/08/2021 08:58:38 PM,11/08/2021 09:05:29 PM,5.0,1.16,Standard rate,N,163,229,Credit card,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/06/2021 03:07:14 PM,11/06/2021 03:33:18 PM,1.0,4.3,Standard rate,N,161,41,Credit card,19.5,2.5,0.5,2.0,0.0,0.3,24.8,2.5
VeriFone Inc.,11/30/2021 10:12:22 PM,11/30/2021 10:19:56 PM,6.0,1.32,Standard rate,N,163,142,Cash,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/19/2021 12:54:16 AM,11/19/2021 12:59:09 AM,5.0,1.58,Standard rate,N,239,48,Credit card,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
VeriFone Inc.,11/17/2021 04:54:53 PM,11/17/2021 05:06:31 PM,1.0,1.5,Standard rate,N,142,141,Credit card,8.5,1.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/01/2021 02:41:30 PM,11/01/2021 03:00:49 PM,1.0,2.12,Standard rate,N,234,237,Credit card,13.0,0.0,0.5,3.26,0.0,0.3,19.56,2.5
VeriFone Inc.,11/30/2021 05:20:09 PM,11/30/2021 05:38:03 PM,5.0,2.45,Standard rate,N,238,75,Credit card,13.0,1.0,0.5,3.46,0.0,0.3,20.76,2.5
VeriFone Inc.,11/30/2021 09:46:14 AM,11/30/2021 09:59:27 AM,1.0,1.33,Standard rate,N,186,163,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/17/2021 07:08:51 AM,11/17/2021 07:10:29 AM,1.0,0.61,Standard rate,N,229,140,Credit card,4.0,0.0,0.5,1.17,0.0,0.3,8.47,2.5
VeriFone Inc.,11/08/2021 12:56:06 PM,11/08/2021 01:13:26 PM,1.0,1.91,Standard rate,N,161,246,Credit card,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
VeriFone Inc.,11/01/2021 10:29:30 PM,11/01/2021 10:46:55 PM,1.0,8.29,Standard rate,N,107,152,Credit card,24.5,0.5,0.5,2.0,0.0,0.3,30.3,2.5
"Creative Mobile Technologies, LLC",11/09/2021 07:02:14 PM,11/09/2021 07:16:43 PM,1.0,2.5,Standard rate,N,161,140,Credit card,11.5,3.5,0.5,3.15,0.0,0.3,18.95,2.5
VeriFone Inc.,11/04/2021 11:38:52 AM,11/04/2021 11:45:41 AM,1.0,0.86,Standard rate,N,237,162,Credit card,6.5,0.0,0.5,2.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/01/2021 10:20:27 PM,11/01/2021 10:26:48 PM,1.0,0.96,Standard rate,N,161,170,Credit card,6.0,0.5,0.5,2.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/05/2021 11:14:40 PM,11/05/2021 11:27:40 PM,1.0,2.05,Standard rate,N,143,141,Credit card,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
VeriFone Inc.,11/17/2021 03:18:28 PM,11/17/2021 03:50:05 PM,2.0,3.65,Standard rate,N,148,229,Credit card,21.0,0.0,0.5,4.86,0.0,0.3,29.16,2.5
VeriFone Inc.,11/10/2021 03:52:48 PM,11/10/2021 04:09:04 PM,2.0,2.18,Standard rate,N,137,163,Credit card,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
VeriFone Inc.,11/22/2021 01:29:25 PM,11/22/2021 01:31:13 PM,1.0,0.75,Standard rate,N,74,75,Credit card,4.0,0.0,0.5,1.2,0.0,0.3,6.0,0.0
VeriFone Inc.,11/26/2021 11:26:43 AM,11/26/2021 11:37:56 AM,1.0,3.03,Standard rate,N,234,141,Cash,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
VeriFone Inc.,11/08/2021 04:24:10 PM,11/08/2021 04:45:32 PM,1.0,2.68,Standard rate,N,68,79,Credit card,15.0,1.0,0.5,3.86,0.0,0.3,23.16,2.5
"Creative Mobile Technologies, LLC",11/24/2021 04:40:29 PM,11/24/2021 04:55:51 PM,1.0,2.5,Standard rate,N,79,186,Credit card,12.5,3.5,0.5,3.35,0.0,0.3,20.15,2.5
"Creative Mobile Technologies, LLC",11/27/2021 09:25:20 PM,11/27/2021 09:43:34 PM,5.0,0.9,Standard rate,N,186,230,Credit card,11.5,3.0,0.5,3.05,0.0,0.3,18.35,2.5
VeriFone Inc.,11/20/2021 06:08:47 PM,11/20/2021 06:22:59 PM,1.0,1.55,Standard rate,N,113,230,Credit card,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
"Creative Mobile Technologies, LLC",11/10/2021 08:28:46 PM,11/10/2021 08:42:58 PM,1.0,1.9,Standard rate,N,164,79,Credit card,10.5,3.0,0.5,2.85,0.0,0.3,17.15,2.5
VeriFone Inc.,11/23/2021 03:04:23 PM,11/23/2021 03:11:04 PM,1.0,0.71,Standard rate,N,236,75,Credit card,6.0,0.0,0.5,1.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/13/2021 08:25:16 PM,11/13/2021 08:36:53 PM,3.0,0.94,Standard rate,N,107,113,Credit card,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
VeriFone Inc.,11/30/2021 09:26:10 PM,11/30/2021 09:36:19 PM,1.0,1.9,Standard rate,N,249,230,Credit card,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
"Creative Mobile Technologies, LLC",11/22/2021 06:08:39 PM,11/22/2021 06:19:18 PM,1.0,1.6,Standard rate,N,236,74,Credit card,9.0,3.5,0.5,2.65,0.0,0.3,15.95,2.5
"Creative Mobile Technologies, LLC",11/22/2021 11:52:30 AM,11/22/2021 12:01:37 PM,1.0,1.1,Standard rate,N,237,162,Credit card,7.5,2.5,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/09/2021 02:16:44 PM,11/09/2021 02:28:27 PM,5.0,1.54,Standard rate,N,163,170,Credit card,9.0,0.0,0.5,1.84,0.0,0.3,14.14,2.5
VeriFone Inc.,11/17/2021 05:33:28 PM,11/17/2021 06:05:19 PM,1.0,0.97,Standard rate,N,230,186,Credit card,18.5,1.0,0.5,4.56,0.0,0.3,27.36,2.5
VeriFone Inc.,11/01/2021 09:58:24 AM,11/01/2021 10:06:21 AM,1.0,1.05,Standard rate,N,237,162,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/23/2021 07:39:35 AM,11/23/2021 07:43:00 AM,1.0,0.55,Standard rate,N,162,229,Cash,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
VeriFone Inc.,11/14/2021 05:41:53 PM,11/14/2021 06:08:02 PM,1.0,2.8,Standard rate,N,141,48,Credit card,17.5,0.0,0.5,4.16,0.0,0.3,24.96,2.5
VeriFone Inc.,11/09/2021 09:54:09 PM,11/09/2021 10:12:54 PM,1.0,5.7,Standard rate,N,107,42,Credit card,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
"Creative Mobile Technologies, LLC",11/17/2021 01:56:28 PM,11/17/2021 02:03:29 PM,2.0,0.6,Standard rate,N,237,140,Cash,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5
VeriFone Inc.,11/21/2021 03:41:35 PM,11/21/2021 03:59:04 PM,1.0,1.95,Standard rate,N,236,141,Cash,12.5,0.0,0.5,0.0,0.0,0.3,15.8,2.5
VeriFone Inc.,11/19/2021 02:24:14 PM,11/19/2021 02:41:55 PM,1.0,1.33,Standard rate,N,237,236,Credit card,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
"Creative Mobile Technologies, LLC",11/30/2021 09:03:32 PM,11/30/2021 09:24:14 PM,2.0,5.2,Standard rate,N,163,13,Credit card,19.5,3.0,0.5,5.8,0.0,0.3,29.1,2.5
VeriFone Inc.,11/06/2021 08:14:18 PM,11/06/2021 08:19:10 PM,2.0,1.18,Standard rate,N,263,75,Cash,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/16/2021 05:45:34 PM,11/16/2021 05:53:52 PM,1.0,1.03,Standard rate,N,68,161,Credit card,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
"Creative Mobile Technologies, LLC",11/10/2021 07:47:36 PM,11/10/2021 07:55:50 PM,4.0,0.8,Standard rate,Y,163,230,Credit card,7.0,3.5,0.5,2.25,0.0,0.3,13.55,2.5
VeriFone Inc.,11/14/2021 11:34:17 AM,11/14/2021 11:42:47 AM,2.0,1.22,Standard rate,N,100,162,Credit card,7.0,0.0,0.5,2.0,0.0,0.3,12.3,2.5
"Creative Mobile Technologies, LLC",11/07/2021 04:49:23 PM,11/07/2021 04:56:22 PM,1.0,0.7,Standard rate,N,230,163,Credit card,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
"Creative Mobile Technologies, LLC",11/02/2021 03:38:42 PM,11/02/2021 03:42:30 PM,1.0,1.0,Standard rate,N,50,143,Credit card,5.5,2.5,0.5,1.75,0.0,0.3,10.55,2.5
VeriFone Inc.,11/20/2021 09:12:49 AM,11/20/2021 09:14:54 AM,1.0,0.84,Standard rate,N,229,141,Credit card,4.5,0.0,0.5,1.17,0.0,0.3,8.97,2.5
"Creative Mobile Technologies, LLC",11/07/2021 01:17:00 PM,11/07/2021 01:22:08 PM,1.0,1.2,Standard rate,N,233,141,Credit card,6.0,2.5,0.5,2.3,0.0,0.3,11.6,2.5
"Creative Mobile Technologies, LLC",11/26/2021 07:19:16 PM,11/26/2021 07:38:04 PM,2.0,1.3,Standard rate,N,100,163,Cash,12.0,3.5,0.5,0.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/24/2021 05:43:06 PM,11/24/2021 05:53:07 PM,1.0,1.05,Standard rate,N,48,170,Cash,7.5,1.0,0.5,0.0,0.0,0.3,11.8,2.5
"Creative Mobile Technologies, LLC",11/02/2021 02:40:16 PM,11/02/2021 03:02:34 PM,1.0,3.1,Standard rate,N,113,142,Credit card,15.5,2.5,0.5,3.75,0.0,0.3,22.55,2.5
"Creative Mobile Technologies, LLC",11/24/2021 04:21:43 PM,11/24/2021 04:37:58 PM,3.0,2.5,Standard rate,N,230,236,Credit card,12.0,3.5,0.5,3.25,0.0,0.3,19.55,2.5
VeriFone Inc.,11/01/2021 02:17:05 PM,11/01/2021 02:26:01 PM,1.0,1.42,Standard rate,N,68,90,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/16/2021 01:04:58 PM,11/16/2021 01:13:48 PM,1.0,1.4,Standard rate,N,144,249,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/27/2021 01:14:31 PM,11/27/2021 01:24:06 PM,1.0,2.1,Standard rate,N,246,125,Credit card,9.0,2.5,0.5,3.65,0.0,0.3,15.95,2.5
VeriFone Inc.,11/19/2021 06:01:53 PM,11/19/2021 06:29:00 PM,4.0,3.7,Standard rate,N,48,148,Credit card,18.5,1.0,0.5,4.56,0.0,0.3,27.36,2.5
VeriFone Inc.,11/20/2021 07:45:06 PM,11/20/2021 08:08:26 PM,3.0,2.77,Standard rate,N,161,79,Credit card,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
"Creative Mobile Technologies, LLC",11/18/2021 12:26:02 PM,11/18/2021 12:34:10 PM,1.0,1.1,Standard rate,N,43,236,Cash,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
VeriFone Inc.,11/07/2021 07:37:28 PM,11/07/2021 07:42:51 PM,2.0,0.61,Standard rate,N,230,164,Cash,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
VeriFone Inc.,11/17/2021 11:50:10 PM,11/17/2021 11:54:59 PM,1.0,1.12,Standard rate,N,107,170,Credit card,5.5,0.5,0.5,2.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/02/2021 11:55:35 AM,11/02/2021 12:03:45 PM,2.0,1.1,Standard rate,N,239,143,Cash,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
"Creative Mobile Technologies, LLC",11/24/2021 07:42:14 PM,11/24/2021 07:52:01 PM,1.0,2.6,Standard rate,N,186,79,Cash,10.5,3.5,0.5,0.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/10/2021 10:53:03 AM,11/10/2021 11:17:43 AM,1.0,5.32,Standard rate,N,231,170,Credit card,22.0,0.0,0.5,0.0,0.0,0.3,25.3,2.5
VeriFone Inc.,11/22/2021 04:40:04 PM,11/22/2021 05:12:46 PM,1.0,7.55,Standard rate,N,237,261,Credit card,26.5,1.0,0.5,7.7,0.0,0.3,38.5,2.5
VeriFone Inc.,11/30/2021 12:07:40 PM,11/30/2021 12:10:47 PM,2.0,0.41,Standard rate,N,249,249,Cash,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
VeriFone Inc.,11/23/2021 02:46:18 PM,11/23/2021 02:53:12 PM,1.0,0.99,Standard rate,N,237,161,Cash,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/26/2021 03:54:44 PM,11/26/2021 04:09:56 PM,1.0,1.26,Standard rate,N,230,48,Cash,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
"Creative Mobile Technologies, LLC",11/14/2021 07:14:58 PM,11/14/2021 07:27:44 PM,1.0,1.4,Standard rate,N,116,244,Cash,9.0,0.0,0.5,0.0,0.0,0.3,9.8,0.0
VeriFone Inc.,11/15/2021 06:23:18 PM,11/15/2021 06:29:48 PM,1.0,0.57,Standard rate,N,237,163,Cash,5.5,1.0,0.5,0.0,0.0,0.3,9.8,2.5
VeriFone Inc.,11/27/2021 11:38:43 PM,11/27/2021 11:56:21 PM,1.0,4.82,Standard rate,N,249,263,Cash,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
VeriFone Inc.,11/10/2021 01:46:55 PM,11/10/2021 01:56:47 PM,1.0,0.85,Standard rate,N,263,141,Cash,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
"Creative Mobile Technologies, LLC",11/23/2021 09:53:00 PM,11/23/2021 10:01:03 PM,1.0,1.6,Standard rate,N,162,186,Credit card,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
VeriFone Inc.,11/06/2021 02:54:13 PM,11/06/2021 03:15:05 PM,1.0,3.41,Standard rate,N,238,143,Cash,15.5,0.0,0.5,0.0,0.0,0.3,18.8,2.5
VeriFone Inc.,11/04/2021 06:54:16 PM,11/04/2021 07:19:04 PM,1.0,3.24,Standard rate,N,79,50,Credit card,17.0,1.0,0.5,2.0,0.0,0.3,23.3,2.5
VeriFone Inc.,11/01/2021 07:45:33 AM,11/01/2021 07:53:44 AM,6.0,1.33,Standard rate,N,186,161,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/15/2021 01:38:41 PM,11/15/2021 02:05:04 PM,1.0,4.18,Standard rate,N,13,48,Credit card,19.0,0.0,0.5,3.7,0.0,0.3,26.0,2.5
VeriFone Inc.,11/28/2021 11:18:12 AM,11/28/2021 11:30:18 AM,1.0,1.77,Standard rate,N,186,229,Credit card,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
"Creative Mobile Technologies, LLC",11/17/2021 07:44:44 AM,11/17/2021 07:53:43 AM,1.0,2.3,Standard rate,N,13,90,Credit card,9.5,2.5,0.5,3.2,0.0,0.3,16.0,2.5
VeriFone Inc.,11/07/2021 08:06:14 AM,11/07/2021 08:12:50 AM,1.0,1.43,Standard rate,N,107,90,Credit card,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/23/2021 02:12:01 PM,11/23/2021 02:21:08 PM,1.0,1.42,Standard rate,N,162,107,Cash,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/08/2021 03:56:09 PM,11/08/2021 04:05:33 PM,1.0,1.06,Standard rate,N,237,162,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/11/2021 08:31:14 AM,11/11/2021 08:37:56 AM,1.0,0.79,Standard rate,N,237,236,Credit card,6.0,0.0,0.5,0.93,0.0,0.3,10.23,2.5
"Creative Mobile Technologies, LLC",11/11/2021 08:15:32 PM,11/11/2021 08:37:16 PM,1.0,3.4,Standard rate,N,164,231,Credit card,15.5,3.0,0.5,2.0,0.0,0.3,21.3,2.5
VeriFone Inc.,11/18/2021 07:54:19 PM,11/18/2021 08:16:01 PM,1.0,5.15,Standard rate,N,263,246,Credit card,19.0,1.0,0.5,2.33,0.0,0.3,25.63,2.5
"Creative Mobile Technologies, LLC",11/15/2021 11:26:41 AM,11/15/2021 11:41:05 AM,2.0,1.5,Standard rate,N,230,164,Credit card,10.5,2.5,0.5,1.5,0.0,0.3,15.3,2.5
VeriFone Inc.,11/20/2021 02:00:25 AM,11/20/2021 02:08:25 AM,1.0,1.33,Standard rate,N,186,249,Cash,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
VeriFone Inc.,11/19/2021 04:11:47 PM,11/19/2021 04:13:58 PM,1.0,0.43,Standard rate,N,163,161,Cash,4.0,1.0,0.5,0.0,0.0,0.3,8.3,2.5
VeriFone Inc.,11/04/2021 07:42:39 PM,11/04/2021 07:48:56 PM,1.0,0.97,Standard rate,N,161,229,Credit card,6.5,1.0,0.5,1.58,0.0,0.3,12.38,2.5
VeriFone Inc.,11/18/2021 03:10:31 PM,11/18/2021 03:27:13 PM,5.0,2.92,Standard rate,N,238,42,Cash,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
VeriFone Inc.,11/15/2021 02:17:03 PM,11/15/2021 02:22:32 PM,2.0,0.95,Standard rate,N,236,236,Credit card,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
VeriFone Inc.,11/04/2021 08:17:41 AM,11/04/2021 08:33:49 AM,1.0,2.31,Standard rate,N,141,230,Credit card,12.0,0.0,0.5,2.75,0.0,0.3,18.05,2.5
VeriFone Inc.,11/17/2021 05:58:10 PM,11/17/2021 06:08:13 PM,1.0,1.49,Standard rate,N,107,162,Credit card,8.0,1.0,0.5,3.08,0.0,0.3,15.38,2.5
VeriFone Inc.,11/09/2021 02:50:10 PM,11/09/2021 03:03:36 PM,1.0,0.93,Standard rate,N,263,141,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/07/2021 06:29:08 PM,11/07/2021 06:33:52 PM,1.0,1.23,Standard rate,N,233,162,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
VeriFone Inc.,11/16/2021 10:40:05 AM,11/16/2021 10:47:22 AM,1.0,1.3,Standard rate,N,229,262,Credit card,7.0,0.0,0.5,1.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/21/2021 09:58:40 PM,11/21/2021 10:09:42 PM,1.0,2.0,Standard rate,N,79,158,Cash,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
VeriFone Inc.,11/22/2021 12:58:29 PM,11/22/2021 01:12:30 PM,2.0,2.47,Standard rate,N,140,161,Credit card,11.5,0.0,0.5,1.2,0.0,0.3,16.0,2.5
VeriFone Inc.,11/24/2021 07:09:43 PM,11/24/2021 07:15:44 PM,1.0,1.45,Standard rate,N,170,237,Credit card,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/20/2021 05:58:36 PM,11/20/2021 06:07:18 PM,6.0,1.87,Standard rate,N,140,263,Credit card,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
VeriFone Inc.,11/24/2021 09:52:12 PM,11/24/2021 10:04:13 PM,2.0,1.83,Standard rate,N,161,246,Credit card,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
VeriFone Inc.,11/19/2021 02:15:01 PM,11/19/2021 02:32:26 PM,2.0,1.61,Standard rate,N,113,4,Credit card,12.0,0.0,0.5,2.3,0.0,0.3,17.6,2.5
VeriFone Inc.,11/01/2021 10:41:13 AM,11/01/2021 10:49:32 AM,1.0,1.17,Standard rate,N,239,142,Credit card,7.0,0.0,0.5,5.0,0.0,0.3,15.3,2.5
"Creative Mobile Technologies, LLC",11/30/2021 01:26:41 PM,11/30/2021 01:36:45 PM,1.0,1.4,Standard rate,N,262,141,Credit card,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
VeriFone Inc.,11/23/2021 08:15:19 PM,11/23/2021 08:22:27 PM,1.0,1.18,Standard rate,N,237,140,Credit card,6.5,0.5,0.5,1.5,0.0,0.3,11.8,2.5
VeriFone Inc.,11/03/2021 09:20:19 PM,11/03/2021 09:27:45 PM,1.0,0.99,Standard rate,N,163,170,Credit card,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
VeriFone Inc.,11/02/2021 07:32:43 AM,11/02/2021 07:49:16 AM,1.0,1.31,Standard rate,N,74,41,Cash,11.5,0.0,0.5,0.0,0.0,0.3,12.3,0.0
VeriFone Inc.,11/08/2021 12:49:14 PM,11/08/2021 01:12:36 PM,2.0,3.38,Standard rate,N,237,144,Cash,16.5,0.0,0.5,0.0,0.0,0.3,19.8,2.5
VeriFone Inc.,11/15/2021 11:23:02 AM,11/15/2021 11:38:35 AM,1.0,1.66,Standard rate,N,234,161,Credit card,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
VeriFone Inc.,11/20/2021 11:34:50 PM,11/20/2021 11:42:36 PM,1.0,1.35,Standard rate,N,249,125,Credit card,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
"Creative Mobile Technologies, LLC",11/14/2021 06:03:22 PM,11/14/2021 06:22:30 PM,2.0,2.6,Standard rate,N,162,158,Credit card,13.5,2.5,0.5,3.35,0.0,0.3,20.15,2.5
"Creative Mobile Technologies, LLC",11/18/2021 04:01:09 PM,11/18/2021 04:31:22 PM,1.0,4.5,Standard rate,N,261,100,Credit card,22.5,3.5,0.5,0.0,0.0,0.3,26.8,2.5
"Creative Mobile Technologies, LLC",11/06/2021 11:19:45 PM,11/06/2021 11:45:02 PM,1.0,3.5,Standard rate,N,141,114,Credit card,17.5,3.0,0.5,4.25,0.0,0.3,25.55,2.5
"Creative Mobile Technologies, LLC",11/20/2021 04:35:49 PM,11/20/2021 04:49:39 PM,1.0,4.7,Standard rate,N,87,162,Credit card,15.5,2.5,0.5,4.7,0.0,0.3,23.5,2.5
"Creative Mobile Technologies, LLC",11/16/2021 05:49:48 AM,11/16/2021 06:11:13 AM,1.0,5.0,Standard rate,N,13,90,Credit card,19.0,3.0,0.5,3.0,0.0,0.3,25.8,2.5
VeriFone Inc.,11/11/2021 05:58:04 PM,11/11/2021 06:19:25 PM,1.0,1.66,Standard rate,N,161,186,Credit card,13.5,0.0,0.5,3.36,0.0,0.3,20.16,2.5
VeriFone Inc.,11/16/2021 02:17:00 PM,11/16/2021 02:23:45 PM,1.0,0.68,Standard rate,N,236,236,Credit card,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
"Creative Mobile Technologies, LLC",11/26/2021 05:32:29 PM,11/26/2021 05:38:47 PM,1.0,0.8,Standard rate,N,233,233,Credit card,6.0,3.5,0.5,2.05,0.0,0.3,12.35,2.5
VeriFone Inc.,11/29/2021 03:23:04 PM,11/29/2021 03:30:42 PM,2.0,0.76,Standard rate,N,140,236,Credit card,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
VeriFone Inc.,11/11/2021 09:40:20 PM,11/11/2021 09:46:36 PM,6.0,0.76,Standard rate,N,170,164,Credit card,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
