vendor,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_zone,dropoff_zone,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
"Creative Mobile Technologies, LLC",11/23/2021 07:18:50 PM,11/23/2021 07:24:14 PM,1.0,1.0,Standard rate,N,246,48,Credit card,5.5,3.5,0.5,1.95,0.0,0.3,11.75,2.5
VeriFone Inc.,11/01/2021 04:09:27 PM,11/01/2021 04:18:49 PM,1.0,1.02,Standard rate,N,48,48,Credit card,7.5,1.0,0.5,3.54,0.0,0.3,15.34,2.5
VeriFone Inc.,11/05/2021 05:18:46 PM,11/05/2021 05:35:35 PM,1.0,1.92,Standard rate,N,164,237,Credit card,12.0,1.0,0.5,3.26,0.0,0.3,19.56,2.5
VeriFone Inc.,11/16/2021 12:16:45 PM,11/16/2021 12:26:31 PM,2.0,1.03,Standard rate,N,114,231,Credit card,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
VeriFone Inc.,11/16/2021 10:31:02 AM,11/16/2021 10:37:24 AM,1.0,0.51,Standard rate,N,48,48,Cash,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/23/2021 05:47:45 AM,11/23/2021 06:08:27 AM,1.0,9.31,Standard rate,N,186,243,Cash,28.0,0.5,0.5,0.0,0.0,0.3,31.8,2.5
"Creative Mobile Technologies, LLC",11/18/2021 04:12:47 PM,11/18/2021 04:22:47 PM,1.0,0.8,Standard rate,N,163,141,Cash,7.5,3.5,0.5,0.0,0.0,0.3,11.8,2.5
VeriFone Inc.,11/05/2021 09:38:17 PM,11/05/2021 09:54:43 PM,1.0,1.92,Standard rate,N,170,79,Cash,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5
VeriFone Inc.,11/12/2021 08:39:09 PM,11/12/2021 08:49:43 PM,2.0,1.45,Standard rate,N,170,79,Credit card,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
"Creative Mobile Technologies, LLC",11/11/2021 11:04:56 PM,11/11/2021 11:13:37 PM,1.0,1.7,Standard rate,N,144,158,Credit card,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
"Creative Mobile Technologies, LLC",11/13/2021 10:03:39 PM,11/13/2021 10:24:09 PM,1.0,2.6,Standard rate,N,246,162,Credit card,14.0,3.0,0.5,2.0,0.0,0.3,19.8,2.5
"Creative Mobile Technologies, LLC",11/14/2021 01:45:47 AM,11/14/2021 01:53:50 AM,4.0,1.0,Standard rate,N,90,137,Credit card,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
VeriFone Inc.,11/19/2021 02:37:44 PM,11/19/2021 02:41:32 PM,1.0,0.47,Standard rate,N,142,142,Cash,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
VeriFone Inc.,11/18/2021 07:30:18 PM,11/18/2021 07:38:59 PM,1.0,2.1,Standard rate,N,75,239,Credit card,9.0,1.0,0.5,2.66,0.0,0.3,15.96,2.5
"Creative Mobile Technologies, LLC",11/19/2021 05:29:18 PM,11/19/2021 05:40:49 PM,1.0,1.3,Standard rate,N,75,41,Credit card,9.0,1.0,0.5,2.15,0.0,0.3,12.95,0.0
"Creative Mobile Technologies, LLC",11/05/2021 11:11:49 AM,11/05/2021 11:14:47 AM,1.0,0.3,Standard rate,N,236,236,Credit card,4.0,2.5,0.5,1.45,0.0,0.3,8.75,2.5
"Creative Mobile Technologies, LLC",11/03/2021 07:35:19 PM,11/03/2021 07:50:57 PM,1.0,4.3,Standard rate,N,162,41,Credit card,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5
VeriFone Inc.,11/16/2021 09:31:51 AM,11/16/2021 09:45:13 AM,1.0,2.26,Standard rate,N,234,231,Credit card,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
VeriFone Inc.,11/12/2021 09:35:25 AM,11/12/2021 09:45:16 AM,1.0,1.52,Standard rate,N,239,237,Credit card,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
VeriFone Inc.,11/18/2021 01:59:40 PM,11/18/2021 02:12:37 PM,1.0,1.9,Standard rate,N,143,238,Cash,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/13/2021 09:39:23 PM,11/13/2021 09:46:46 PM,1.0,1.51,Standard rate,N,239,237,Cash,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
"Creative Mobile Technologies, LLC",11/09/2021 10:04:00 PM,11/09/2021 10:16:38 PM,1.0,3.1,Standard rate,N,186,141,Credit card,12.0,3.0,0.5,3.95,0.0,0.3,19.75,2.5
VeriFone Inc.,11/04/2021 02:12:26 PM,11/04/2021 02:26:45 PM,2.0,2.02,Standard rate,N,143,161,Credit card,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
"Creative Mobile Technologies, LLC",11/12/2021 05:31:54 PM,11/12/2021 05:43:02 PM,3.0,1.4,Standard rate,N,164,68,Credit card,8.5,3.5,0.5,2.0,0.0,0.3,14.8,2.5
VeriFone Inc.,11/01/2021 08:39:51 AM,11/01/2021 08:53:39 AM,1.0,2.68,Standard rate,N,238,50,Credit card,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
"Creative Mobile Technologies, LLC",11/28/2021 05:31:28 PM,11/28/2021 05:38:11 PM,2.0,1.6,Standard rate,N,162,263,Credit card,7.0,2.5,0.5,1.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/06/2021 04:12:13 PM,11/06/2021 04:20:23 PM,1.0,1.88,Standard rate,N,137,140,Credit card,8.0,0.0,0.5,1.7,0.0,0.3,13.0,2.5
"Creative Mobile Technologies, LLC",11/24/2021 04:53:17 PM,11/24/2021 04:58:49 PM,3.0,1.3,Standard rate,N,238,151,Credit card,6.5,3.5,0.5,2.15,0.0,0.3,12.95,2.5
VeriFone Inc.,11/23/2021 11:30:08 AM,11/23/2021 11:37:18 AM,1.0,0.73,Standard rate,N,140,237,Cash,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
VeriFone Inc.,11/13/2021 11:19:05 AM,11/13/2021 11:34:52 AM,1.0,4.74,Standard rate,N,50,236,Credit card,17.0,0.0,0.5,4.06,0.0,0.3,24.36,2.5
VeriFone Inc.,11/05/2021 11:07:39 PM,11/05/2021 11:32:12 PM,1.0,5.91,Standard rate,N,142,261,Credit card,21.0,0.5,0.5,3.2,0.0,0.3,28.0,2.5
VeriFone Inc.,11/03/2021 07:07:56 PM,11/03/2021 07:09:30 PM,2.0,0.41,Standard rate,N,140,262,Credit card,3.5,1.0,0.5,1.0,0.0,0.3,8.8,2.5
VeriFone Inc.,11/11/2021 08:08:06 PM,11/11/2021 08:19:38 PM,1.0,1.9,Standard rate,N,141,142,Credit card,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
VeriFone Inc.,11/29/2021 01:02:56 PM,11/29/2021 01:17:19 PM,1.0,1.89,Standard rate,N,43,161,Credit card,11.0,0.0,0.5,4.29,0.0,0.3,18.59,2.5
VeriFone Inc.,11/14/2021 08:58:05 AM,11/14/2021 08:59:52 AM,1.0,0.74,Standard rate,N,43,43,Credit card,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5
VeriFone Inc.,11/10/2021 11:47:33 AM,11/10/2021 11:51:48 AM,1.0,0.8,Standard rate,N,48,161,Cash,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
VeriFone Inc.,11/12/2021 11:39:49 PM,11/12/2021 11:50:12 PM,1.0,3.01,Standard rate,N,170,236,Credit card,10.5,0.5,0.5,1.0,0.0,0.3,15.3,2.5
"Creative Mobile Technologies, LLC",11/20/2021 07:46:36 PM,11/20/2021 07:50:15 PM,1.0,0.5,Standard rate,N,230,170,Credit card,4.0,2.5,0.5,2.15,0.0,0.3,9.45,2.5
VeriFone Inc.,11/24/2021 07:20:16 PM,11/24/2021 07:30:12 PM,1.0,1.35,Standard rate,N,237,229,Credit card,8.0,1.0,0.5,0.0,0.0,0.3,12.3,2.5
VeriFone Inc.,11/25/2021 04:44:01 PM,11/25/2021 04:51:58 PM,1.0,1.73,Standard rate,N,143,151,Credit card,8.0,0.0,0.5,2.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/16/2021 04:27:46 PM,11/16/2021 05:08:41 PM,1.0,4.29,Standard rate,N,161,166,Credit card,25.5,1.0,0.5,3.0,0.0,0.3,32.8,2.5
"Creative Mobile Technologies, LLC",11/07/2021 07:25:56 PM,11/07/2021 07:38:42 PM,2.0,1.5,Standard rate,N,163,186,Credit card,9.5,2.5,0.5,3.8,0.0,0.3,16.6,2.5
"Creative Mobile Technologies, LLC",11/20/2021 02:55:51 AM,11/20/2021 03:04:12 AM,2.0,1.5,Standard rate,N,249,148,Credit card,7.5,3.0,0.5,2.0,0.0,0.3,13.3,2.5
VeriFone Inc.,11/22/2021 08:30:32 PM,11/22/2021 08:39:36 PM,2.0,0.97,Standard rate,N,229,237,Credit card,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
VeriFone Inc.,11/21/2021 01:26:02 AM,11/21/2021 01:43:46 AM,1.0,4.81,Standard rate,N,148,236,Credit card,16.5,0.5,0.5,4.06,0.0,0.3,24.36,2.5
"Creative Mobile Technologies, LLC",11/11/2021 06:58:00 PM,11/11/2021 07:01:38 PM,4.0,0.5,Standard rate,N,162,237,Credit card,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
